"LUGAR";"MES";"ANIO";"HORA";"HORA_C";"IMP_BOL";"PUNTOS";"DENUNCIANTE";"CALIFICACION";"CAT";"HECHO.BOL";"VEL_LIMITE";"VEL_CIRCULA";"lat";"lon"
"M-30 CALZADA 2 KM 27.000, MADRID, SPAIN";4;2015;11.58;11;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;98;40.443297;-3.7049196
"PO IMPERIAL 20, MADRID, SPAIN";7;2015;20.38;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4126807;-3.7349063
"MONDARIZ, MADRID, SPAIN";12;2015;10.25;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4784534;-3.7049747
"PO SANTA MARIA DE LA CABEZA 64, MADRID, SPAIN";10;2015;16.11;16;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"LEGANITOS 24, MADRID, SPAIN";12;2015;23.14;23;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"DONDIEGO 4, MADRID, SPAIN";4;2015;13.15;13;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.3972636;-3.776762
"CASTELLANA 120, MADRID, SPAIN";6;2015;19.28;19;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4485365;-3.6903434
"CEUTA 17, MADRID, SPAIN";11;2015;19.31;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR POR TIEMPO SUPERIOR A 30 MINUTOS EN ZONA DE CARGA Y DESCARGA DURANTE LAS HORAS FIJADAS PARA SU USO.";NA;NA;40.462256;-3.6987857
"OLIVAR 1, MADRID, SPAIN";2;2015;16.06;16;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4121602;-3.7015598
"MARCELO USERA 42, MADRID, SPAIN";2;2015;9.14;9;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE O JUNTO A REFUGIO, ISLETA, MEDIANA DE PROTECCIÓN O ELEMENTOS CANALIZADORES DEL TRÁFICO.";NA;NA;40.3862955;-3.7026233
"VELAZQUEZ 63, MADRID, SPAIN";12;2015;12.3;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4966534;-3.5067841
"CL GUZMAN EL BUENO 12, MADRID, SPAIN";12;2015;19.34;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4315253;-3.7132953
"CL MONTALBAN 14, MADRID, SPAIN";11;2015;12.25;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4178526;-3.6892819
"LOS MADRAZO 24, MADRID, SPAIN";5;2015;11.32;11;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4175837;-3.696517
"CASTELLANA 155, MADRID, SPAIN";9;2015;14.05;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4609259;-3.6912974
"JULIO CAMBA 9, MADRID, SPAIN";2;2015;15.46;15;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4316864;-3.6646253
"PEDRO RICO 2, MADRID, SPAIN";8;2015;11.57;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4790604;-3.6895269
"RIBERA DE CURTIDORES 1, MADRID, SPAIN";7;2015;18.03;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4097636;-3.707159
"SAN MARTIN 2, MADRID, SPAIN";4;2015;11.42;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4174857;-3.7069554
"BRAVO MURILLO 73, MADRID, SPAIN";2;2015;14.18;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.442911;-3.7042718
"SINESIO DELGADO 16, MADRID, SPAIN";3;2015;14.12;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4750418;-3.6989482
"MARCELIANO SANTA MARIA 2, MADRID, SPAIN";10;2015;19.32;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4502238;-3.6884631
"F088 PO ERMITA DEL SANTO, MADRID, SPAIN";9;2015;9.23;9;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";40;68;40.4167754;-3.7037902
"CTILLA ANGELES 2, MADRID, SPAIN";9;2015;0.03;0;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.46466;-3.7839067
"TOREROS 73, MADRID, SPAIN";5;2015;20.26;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4339502;-3.662332
"AGUSTIN FOXA 17, MADRID, SPAIN";2;2015;19.06;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4683751;-3.687442
"GUILLERMO OSMA 27, MADRID, SPAIN";11;2015;14.3;14;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.3936009;-3.6975498
"KM 10,0 AV ANDALUCIA, MADRID, SPAIN";3;2015;12.18;12;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";60;78;40.33038;-3.69681
"CASTELLANA 194, MADRID, SPAIN";5;2015;11.05;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4616719;-3.6890169
"ESTRELLA POLAR 2, MADRID, SPAIN";12;2015;9.33;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4100928;-3.6674699
"LEGANITOS 24, MADRID, SPAIN";11;2015;15.47;15;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"CL DOCTOR ESQUERDO 74, MADRID, SPAIN";11;2015;17.36;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4110053;-3.6699246
"PO CHOPERA 4, MADRID, SPAIN";10;2015;11.2;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4154556;-3.7261625
"DOCTOR ESQUERDO 73, MADRID, SPAIN";1;2016;9.25;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4190635;-3.6689155
"A5 KM 4.0 SALIDA, MADRID, SPAIN";1;2016;17.11;17;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;85;40.4529615;-3.5772417
"VICTOR SERNA 4, MADRID, SPAIN";4;2015;10.55;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4524944;-3.673152
"HORTALEZA 4, MADRID, SPAIN";5;2015;15.57;15;90;0;"AGENTES DE MOVILIDAD";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO. ZONA RESERVADA";NA;NA;40.446514;-3.5879529
"CASTILLA 26, MADRID, SPAIN";9;2015;10.09;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.350807;-3.8293676
"RIOS ROSAS 57, MADRID, SPAIN";5;2015;15.32;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4418371;-3.6954557
"CAPITAN HAYA 62, MADRID, SPAIN";12;2015;19.46;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4633027;-3.6915825
"PARKING ZOO, MADRID, SPAIN";3;2015;15.5;15;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA SEÑALIZADA PARA USO EXCLUSIVO DE PERSONAS CON MOVILIDAD REDUCIDA.";NA;NA;40.4167754;-3.7037902
"NARVAEZ 44, MADRID, SPAIN";7;2015;18.48;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4199603;-3.6763078
"JAIME EL CONQUISTADOR 48, MADRID, SPAIN";3;2015;13.47;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3947977;-3.6985877
"CRISTO DEL CAMINO, S/N 0, MADRID, SPAIN";10;2015;16.34;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.42693;-3.7096541
"PEDRO RICO 4, MADRID, SPAIN";5;2015;11.11;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4812821;-3.6888797
"AYALA 94, MADRID, SPAIN";4;2015;11.5;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4273023;-3.6766004
"M-30 XC K 19,06 CR4, MADRID, SPAIN";8;2015;23.48;23;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;104;40.4167754;-3.7037902
"GENERAL YAGÜE 23, MADRID, SPAIN";3;2015;13.01;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4564623;-3.6967341
"M-30 FT K 04,150 CR4, MADRID, SPAIN";1;2016;20.48;20;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;77;40.4167754;-3.7037902
"SOR ANGELA DE LA CRUZ 5, MADRID, SPAIN";6;2015;10.45;10;30;0;"POLICIA MUNICIPAL";"LEVE";"OTROS";"CRUZAR LA CALZADA POR LUGAR O EN FORMA PROHIBIDOS.";NA;NA;40.4589789;-3.6923338
"RICARDO DAMAS 23, MADRID, SPAIN";3;2015;13.1;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3860231;-3.6933389
"PADILLA 66, MADRID, SPAIN";4;2015;18.19;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4310201;-3.6744612
"AV ANDALUCIA-LA CORTE FARAON, MADRID, SPAIN";8;2015;1;1;1000;6;"POLICIA MUNICIPAL";"MUY GRAVE";"ALCOHOL/DROGAS";"CONDUCIR CON UNA TASA DE ALCOHOLEMIA NO PERMITIDA SUPERIOR A 0.50 MG/L EN AIRE ESPIRADO.";NA;NA;40.4167754;-3.7037902
"DOCTOR LARRA Y CEREZO 9, MADRID, SPAIN";4;2015;12.1;12;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN MEDIO DE LA CALZADA.";NA;NA;40.4101627;-3.7350998
"ALCANTARA 60, MADRID, SPAIN";6;2015;15.15;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4313078;-3.6734617
"RIBERA DE CURTIDORES 1, MADRID, SPAIN";3;2015;18.52;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4097636;-3.707159
"VELAZQUEZ 38, MADRID, SPAIN";9;2015;14.14;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4958514;-3.510044
"ESCOSURA 15, MADRID, SPAIN";8;2015;10.18;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4352867;-3.7069514
"JUAN BRAVO 57, MADRID, SPAIN";4;2015;18.2;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4325438;-3.6746248
"M-30 XC K 19,06 CR4, MADRID, SPAIN";6;2015;16.56;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;103;40.4167754;-3.7037902
"PZ ESPAÑA S/N, MADRID, SPAIN";1;2016;17.23;17;200;3;"AGENTES DE MOVILIDAD";"GRAVE";"OTROS";"EFECTUAR UN CAMBIO DE SENTIDO PROHIBIDO.";NA;NA;40.4224095;-3.7125765
"VICTOR ANDRES BELAUNDE 23, MADRID, SPAIN";1;2016;16.35;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4557248;-3.6797343
"MAESTRO VICTORIA 3, MADRID, SPAIN";6;2015;11.09;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4181818;-3.7055309
"DULCINEA 42, MADRID, SPAIN";1;2016;16.25;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4500127;-3.6996232
"CL MELENDEZ VALDES 13, MADRID, SPAIN";11;2015;13.14;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4328469;-3.7107102
"LOS MADRAZO 24, MADRID, SPAIN";6;2015;7.36;7;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4175837;-3.696517
"DR J P M GLEZ S/N, MADRID, SPAIN";6;2015;19.23;19;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA PEATONAL OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.2940271;-4.0083333
"PO EXTREMADURA 96, MADRID, SPAIN";3;2015;10.15;10;90;0;"AGENTES DE MOVILIDAD";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO. RESERVA CARGA Y DESCARGA EN HORAS UTILIZACIÓN";NA;NA;40.4167754;-3.7037902
"VALLEHERMOSO 59, MADRID, SPAIN";9;2015;14.52;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4367767;-3.7085856
"AV ALB.ALCOCER 28, MADRID, SPAIN";7;2015;16.2;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4167754;-3.7037902
"IBIZA 11, MADRID, SPAIN";7;2015;11;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4184761;-3.6774928
"SAN JUAN DE LA CRUZ 10, MADRID, SPAIN";10;2015;14.29;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4420195;-3.6936276
"LOPE DE VEGA 34, MADRID, SPAIN";4;2015;20.16;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4136308;-3.6957969
"CENICERO 13, MADRID, SPAIN";2;2015;20.1;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4099542;-3.6932237
"SAN MARTIN 2, MADRID, SPAIN";12;2015;10.17;10;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4174857;-3.7069554
"CS ANGELES 13, MADRID, SPAIN";7;2015;19.43;19;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4167754;-3.7037902
"F020 PO CAMOENS Y VALERO, MADRID, SPAIN";2;2015;17.33;17;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";40;61;40.4167754;-3.7037902
"FUCAR 24, MADRID, SPAIN";3;2015;2.24;2;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4108797;-3.6956752
"ACANTO 2, MADRID, SPAIN";3;2015;13.03;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3965339;-3.675543
"N139 PO SANTA MARIA CABE, MADRID, SPAIN";4;2015;10.02;10;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;75;40.4167754;-3.7037902
"CL LUIS DE GONGORA 4, MADRID, SPAIN";10;2015;17.05;17;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4230466;-3.6966142
"CINCA 23, MADRID, SPAIN";6;2015;17.42;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4493247;-3.6795627
"MATEO INURRIA 20, MADRID, SPAIN";12;2015;20.26;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.467047;-3.6839196
"PZ ESPAÑA 14 A, MADRID, SPAIN";4;2015;19.33;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4226519;-3.714769
"BRAVO MURILLO 52, MADRID, SPAIN";4;2015;12.55;12;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4427195;-3.703869
"HERMOSILLA 41, MADRID, SPAIN";9;2015;16.58;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4263979;-3.6832064
"PZ ANGEL 2, MADRID, SPAIN";12;2015;9.33;9;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.414311;-3.703114
"PRADO 28, MADRID, SPAIN";2;2015;21.45;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";11;2015;11.28;11;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;109;40.4167754;-3.7037902
"JACOMETREZO 2, MADRID, SPAIN";12;2015;18.33;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4202974;-3.706888
"ESCOSURA 8, MADRID, SPAIN";6;2015;13.38;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4347234;-3.7067835
"BEATRIZ GALINDO-PZ G MIRO, MADRID, SPAIN";2;2015;16.45;16;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4167754;-3.7037902
"REINA MERCEDES 26, MADRID, SPAIN";1;2016;9.46;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4506501;-3.6954693
"VELAZQUEZ 133, MADRID, SPAIN";2;2015;13.57;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4398353;-3.683105
